step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
20,PAYMENT,6488.27,C131590004,911257.43,904769.16,M1058593696,0.0,0.0,0,0
233,CASH_IN,165996.12,C188698204,145138.7,311134.82,C847382706,206462.3,40466.18,0,0
192,PAYMENT,3559.24,C1139939379,23807.0,20247.76,M1530529802,0.0,0.0,0,0
299,PAYMENT,66104.43,C1571617465,143562.27,77457.84,M1983276414,0.0,0.0,0,0
331,PAYMENT,8983.59,C1671067742,0.0,0.0,M75045418,0.0,0.0,0,0
281,TRANSFER,237783.66,C422225842,1072.0,0.0,C926238678,97523.71,335307.37,0,0
139,PAYMENT,3349.8,C1587731641,0.0,0.0,M1024101966,0.0,0.0,0,0
15,PAYMENT,332.72,C1693971970,0.0,0.0,M337887875,0.0,0.0,0,0
677,CASH_OUT,1600721.32,C2142600203,1600721.32,0.0,C1363796559,0.0,1600721.32,1,0
43,CASH_OUT,294292.69,C1735488120,0.0,0.0,C1180478961,1758548.91,2052841.59,0,0
259,CASH_OUT,209478.88,C738709597,0.0,0.0,C66520197,1665068.64,1874547.52,0,0
349,CASH_IN,461353.86,C1020211750,20570.0,481923.86,C430457365,10404793.68,9943439.83,0,0
405,CASH_IN,309330.37,C38897446,22720294.92,23029625.29,C2061978188,610838.48,301508.1,0,0
230,CASH_OUT,148989.21,C1172766260,10506.0,0.0,C310950194,2675699.82,2824689.03,0,0
500,CASH_OUT,264620.7,C447743419,0.0,0.0,C1941443504,350143.38,614764.08,0,0
25,CASH_OUT,781953.11,C1665079678,781953.11,0.0,C1566512642,0.0,781953.11,1,0
605,TRANSFER,1555182.41,C403559722,1555182.41,0.0,C999708230,0.0,0.0,1,0
548,PAYMENT,30114.38,C707529544,0.0,0.0,M53470884,0.0,0.0,0,0
332,CASH_OUT,93643.05,C1034007961,274550.0,180906.95,C2074809758,123374.92,217017.97,0,0
186,CASH_IN,224295.05,C1605297502,1640.0,225935.05,C185212976,293230.68,68935.63,0,0
419,CASH_OUT,426323.38,C1078529507,426323.38,0.0,C1957980970,102216.61,528539.99,1,0
202,CASH_OUT,192435.63,C409917271,0.0,0.0,C905358341,938772.32,1131207.95,0,0
19,CASH_OUT,8305.18,C983962428,702.0,0.0,C553937259,103322.44,111627.62,0,0
487,PAYMENT,474.58,C602157871,69.0,0.0,M1629168078,0.0,0.0,0,0
279,CASH_OUT,244847.29,C2060831576,257592.85,12745.56,C487770591,315488.34,560335.63,0,0
132,CASH_OUT,158946.88,C70315515,0.0,0.0,C2132213800,181147.01,340093.89,0,0
538,TRANSFER,1253358.42,C1147685648,1253358.42,0.0,C834380248,0.0,0.0,1,0
258,PAYMENT,5412.01,C355893794,0.0,0.0,M1526194457,0.0,0.0,0,0
461,CASH_OUT,226689.16,C98982423,226689.16,0.0,C229328572,173244.92,399934.08,1,0
250,PAYMENT,27435.48,C2043935889,20359.0,0.0,M1923904813,0.0,0.0,0,0
38,CASH_IN,142020.55,C1259312233,7083411.04,7225431.59,C372062896,745805.49,603784.94,0,0
252,CASH_OUT,149558.02,C747451152,0.0,0.0,C1042018378,1085835.02,1235393.04,0,0
299,PAYMENT,11257.45,C98694214,414163.73,402906.28,M837320430,0.0,0.0,0,0
48,CASH_OUT,202323.81,C2031483154,23751.0,0.0,C596898106,1480156.36,1682480.17,0,0
184,CASH_OUT,224724.95,C491255229,0.0,0.0,C1436013307,2828028.39,3052753.33,0,0
690,PAYMENT,5832.55,C2050361538,0.0,0.0,M800503302,0.0,0.0,0,0
18,CASH_IN,114453.49,C1235038244,1020392.72,1134846.2,C2120647610,4603411.34,4313192.11,0,0
18,CASH_OUT,143509.03,C902428867,0.0,0.0,C128931614,3553370.14,3696879.17,0,0
347,CASH_OUT,15479.77,C193948026,0.0,0.0,C268980200,321341.3,336821.07,0,0
620,TRANSFER,260408.9,C1963047520,260408.9,0.0,C566620514,0.0,0.0,1,0
328,PAYMENT,25200.92,C2032780481,0.0,0.0,M960901228,0.0,0.0,0,0
95,PAYMENT,4110.42,C479974045,5873.0,1762.58,M1401639498,0.0,0.0,0,0
355,TRANSFER,42483.97,C1483983582,42483.97,0.0,C1385439300,0.0,0.0,1,0
305,CASH_OUT,133207.63,C1220469832,0.0,0.0,C564603652,26707951.76,26773808.13,0,0
194,TRANSFER,452294.74,C927935901,452294.74,0.0,C1992560151,0.0,0.0,1,0
239,CASH_IN,517763.35,C1387689244,5062714.56,5580477.9,C1493370793,1520003.29,1002239.94,0,0
378,CASH_OUT,92336.86,C225963604,27372.67,0.0,C984099783,147818.27,240155.13,0,0
142,CASH_IN,237122.53,C285864960,6990344.16,7227466.69,C1455149777,468823.02,231700.49,0,0
185,CASH_OUT,568293.57,C1046358780,107722.0,0.0,C1954185899,4485166.04,5053459.6,0,0
701,TRANSFER,91882.6,C2076485043,91882.6,0.0,C696774092,0.0,0.0,1,0
681,CASH_IN,177678.44,C773148567,10954.0,188632.44,C54066914,5324865.71,5147187.26,0,0
371,CASH_OUT,5933.28,C2144571325,0.0,0.0,C2129137491,98580.49,104513.77,0,0
648,CASH_OUT,1005346.72,C845487324,1005346.72,0.0,C1150675695,227.11,1005573.83,1,0
284,CASH_IN,194310.31,C1265369926,10964.0,205274.31,C1810937714,1591769.15,1397458.84,0,0
396,CASH_OUT,129950.14,C1844309524,41644.0,0.0,C1028048002,1934804.38,2064754.52,0,0
298,CASH_IN,441511.18,C1003497901,59054.0,500565.18,C783138693,2478823.28,2037312.1,0,0
561,TRANSFER,1383818.98,C833791313,1383818.98,0.0,C586813963,0.0,0.0,1,0
160,CASH_OUT,29409.03,C1890949554,72491.0,43081.97,C805512070,399842.17,429251.2,0,0
93,CASH_OUT,194544.83,C239549708,295934.94,101390.11,C551209075,578289.61,772834.44,0,0
322,CASH_IN,123230.87,C2121530296,11746480.95,11869711.82,C656091544,163152.94,39922.07,0,0
18,PAYMENT,14656.79,C1227713115,5005.0,0.0,M832766067,0.0,0.0,0,0
686,CASH_OUT,59922.23,C1067509366,42262.0,0.0,C1672251645,0.0,59922.23,0,0
385,PAYMENT,6076.96,C1048506594,26045.0,19968.04,M687320384,0.0,0.0,0,0
12,CASH_OUT,188942.14,C734985688,0.0,0.0,C629600976,624501.09,813443.24,0,0
329,PAYMENT,7363.41,C252160443,0.0,0.0,M1794431279,0.0,0.0,0,0
350,TRANSFER,629833.53,C360689962,0.0,0.0,C712284119,4724666.39,5354499.92,0,0
346,PAYMENT,25402.57,C2103503173,28070.0,2667.43,M1000451815,0.0,0.0,0,0
501,TRANSFER,8020192.15,C1191681942,8020192.15,0.0,C916997353,0.0,0.0,1,0
345,CASH_IN,61923.22,C366094480,5141653.14,5203576.36,C1613809895,152864.48,90941.26,0,0
259,PAYMENT,7483.85,C1538815105,21416.0,13932.15,M1944291708,0.0,0.0,0,0
369,PAYMENT,34483.09,C1955362146,42496.0,8012.91,M1950102481,0.0,0.0,0,0
256,TRANSFER,281463.16,C11455777,16191.0,0.0,C342544232,93341.3,374804.47,0,0
331,PAYMENT,3394.28,C1029197608,214.0,0.0,M46195259,0.0,0.0,0,0
333,TRANSFER,36636.54,C488491966,0.0,0.0,C1776078959,53209.14,89845.68,0,0
187,PAYMENT,8840.99,C1727316497,10392.0,1551.01,M1486900631,0.0,0.0,0,0
346,CASH_OUT,211195.83,C1812471603,8012.0,0.0,C808984940,2268209.99,2479405.82,0,0
401,CASH_IN,502229.63,C272655460,99965.0,602194.63,C1675889825,486081.49,0.0,0,0
130,CASH_OUT,66909.65,C1497410144,58264.0,0.0,C708534836,41325.77,108235.42,0,0
156,CASH_OUT,211633.67,C1724657861,0.0,0.0,C2092498146,737851.45,949485.12,0,0
159,CASH_OUT,387990.33,C1700253558,0.0,0.0,C376582253,397002.86,784993.19,0,0
225,TRANSFER,252040.52,C1072454576,0.0,0.0,C1387820140,1258597.98,1510638.5,0,0
183,CASH_OUT,128180.89,C1786445457,0.0,0.0,C1296767770,463835.12,592016.01,0,0
209,TRANSFER,164990.66,C836035994,55310.0,0.0,C1222309462,60319.6,225310.26,0,0
275,TRANSFER,106741.36,C517991880,0.0,0.0,C1655919633,1096294.56,1203035.91,0,0
397,CASH_OUT,18341.6,C2018682312,67580.0,49238.4,C1289938071,34927.65,53269.25,0,0
303,PAYMENT,24300.43,C400045020,181273.14,156972.71,M1902525518,0.0,0.0,0,0
381,CASH_IN,239094.29,C1239431168,2643550.93,2882645.22,C1105934563,485223.64,246129.35,0,0
10,CASH_OUT,88872.08,C532418009,0.0,0.0,C829107725,147429.38,196280.14,0,0
403,CASH_OUT,225802.56,C1040193035,0.0,0.0,C1717484158,1060668.23,1286470.8,0,0
444,CASH_OUT,541486.74,C1890301666,541486.74,0.0,C1690450684,0.0,541486.74,1,0
160,TRANSFER,319024.25,C1406153148,101772.0,0.0,C1833329397,0.0,319024.25,0,0
155,CASH_OUT,18433.51,C485984572,8231.0,0.0,C2039261941,3921503.59,3939937.11,0,0
398,PAYMENT,14546.6,C1097203018,0.0,0.0,M1037481473,0.0,0.0,0,0
185,CASH_OUT,144986.52,C2124435191,0.0,0.0,C2073335528,1033920.63,1178907.15,0,0
251,CASH_OUT,433562.22,C658897174,0.0,0.0,C231619703,2933729.03,3367291.25,0,0
306,CASH_OUT,117962.41,C1078468409,21069.0,0.0,C1124809673,20539.02,138501.43,0,0
159,PAYMENT,17018.69,C1361721849,8510.98,0.0,M49501721,0.0,0.0,0,0
205,PAYMENT,7635.88,C1923627546,258.0,0.0,M1674167414,0.0,0.0,0,0
282,PAYMENT,7929.42,C598851167,146614.15,138684.73,M1581342367,0.0,0.0,0,0
262,TRANSFER,2642116.95,C456316207,2642116.95,0.0,C1903974200,0.0,0.0,1,0
377,PAYMENT,1239.76,C586195697,0.0,0.0,M1737079337,0.0,0.0,0,0
404,PAYMENT,3488.1,C34436421,18601.04,15112.94,M91083778,0.0,0.0,0,0
156,CASH_OUT,254167.15,C930019406,254167.15,0.0,C1455547757,101467.87,355635.02,1,0
37,CASH_OUT,378505.15,C674454242,0.0,0.0,C1661198327,4420321.9,4798827.04,0,0
384,TRANSFER,136903.9,C1899752414,136903.9,0.0,C273852737,0.0,0.0,1,0
210,CASH_OUT,244642.37,C660900932,0.0,0.0,C1533319111,555704.18,800346.55,0,0
11,PAYMENT,11039.1,C2006667722,267.0,0.0,M1702480443,0.0,0.0,0,0
34,PAYMENT,1935.74,C799405990,245756.79,243821.05,M1960855626,0.0,0.0,0,0
323,CASH_OUT,34960.52,C1988277523,28590.0,0.0,C1938698485,89318.13,124278.65,0,0
182,CASH_IN,407235.04,C1869542725,8517298.12,8924533.16,C2139281580,1369739.35,962504.31,0,0
259,PAYMENT,8940.09,C774629492,233612.7,224672.61,M94416466,0.0,0.0,0,0
408,PAYMENT,9953.07,C51468117,93177.0,83223.93,M2107624008,0.0,0.0,0,0
164,CASH_OUT,160532.69,C2045747140,5462.0,0.0,C348831002,363313.65,523846.34,0,0
208,PAYMENT,10542.01,C736066354,34002.0,23459.99,M2030704927,0.0,0.0,0,0
183,CASH_OUT,627903.12,C1003741197,627903.12,0.0,C1742570828,0.0,627903.12,1,0
40,PAYMENT,1900.41,C1336515690,0.0,0.0,M1054186074,0.0,0.0,0,0
227,CASH_IN,212778.56,C2013946284,5892422.04,6105200.6,C1865392204,1187384.56,1168527.25,0,0
354,PAYMENT,17610.38,C1936940862,0.0,0.0,M1996280174,0.0,0.0,0,0
130,CASH_IN,99217.42,C285795940,3714341.31,3813558.73,C451055915,589899.0,490681.58,0,0
187,CASH_OUT,116848.59,C511148966,0.0,0.0,C1391746834,2862435.43,2979284.02,0,0
187,CASH_IN,152993.5,C1626456396,1918704.75,2071698.25,C1773319555,5709466.16,5556472.66,0,0
45,PAYMENT,16746.84,C558223030,279431.96,262685.12,M138585516,0.0,0.0,0,0
306,CASH_IN,285960.81,C1935118825,290729.75,576690.56,C865232674,722543.38,436582.57,0,0
234,CASH_IN,8889.35,C972299754,3883335.35,3892224.7,C1636735433,334248.75,325359.4,0,0
307,CASH_OUT,78937.35,C350449673,113205.0,34267.65,C1206431908,316023.37,394960.72,0,0
14,CASH_IN,8953.36,C632294860,17566382.01,17575335.37,C2113748097,3225832.65,3216879.28,0,0
500,CASH_IN,229874.58,C1192718822,5551.0,235425.58,C573601219,750819.58,520945.0,0,0
48,CASH_OUT,337974.21,C1171102344,337974.21,0.0,C1505545472,0.0,337974.21,1,0
379,PAYMENT,16611.24,C2012643458,0.0,0.0,M2000369865,0.0,0.0,0,0
404,PAYMENT,15122.16,C1326076633,9979.0,0.0,M604197188,0.0,0.0,0,0
399,PAYMENT,44754.96,C125829272,116.0,0.0,M1688147143,0.0,0.0,0,0
400,CASH_OUT,94270.36,C682898360,0.0,0.0,C972577251,164462.14,258732.5,0,0
21,PAYMENT,6622.27,C1813678172,0.0,0.0,M1776508163,0.0,0.0,0,0
402,PAYMENT,6015.97,C1199859947,105113.78,99097.8,M907520885,0.0,0.0,0,0
252,CASH_OUT,573850.34,C1295283452,0.0,0.0,C1783150033,10264320.34,10838170.68,0,0
576,CASH_OUT,35111.67,C174260713,51975.0,16863.33,C1218606238,2096011.27,2131122.95,0,0
396,PAYMENT,76007.99,C1262625814,0.0,0.0,M15404790,0.0,0.0,0,0
259,PAYMENT,4267.29,C1092612269,81779.0,77511.71,M738732410,0.0,0.0,0,0
221,CASH_OUT,684174.46,C810055905,684174.46,0.0,C1167066573,455610.6,1139785.06,1,0
397,PAYMENT,21485.33,C467038181,15698.0,0.0,M1426646082,0.0,0.0,0,0
191,CASH_OUT,248340.92,C750146077,0.0,0.0,C1224694905,4292925.2,4541266.12,0,0
41,CASH_OUT,346158.41,C1105505300,104775.0,0.0,C167836851,0.0,346158.41,0,0
36,CASH_OUT,32382.96,C1507237385,32382.96,0.0,C53062849,0.0,32382.96,1,0
375,CASH_OUT,148577.84,C179636889,53378.0,0.0,C287038328,0.0,148577.84,0,0
337,CASH_OUT,46073.56,C1488400986,46073.56,0.0,C152501477,1962.98,48036.54,1,0
140,PAYMENT,21145.78,C1108854892,0.0,0.0,M782926512,0.0,0.0,0,0
144,TRANSFER,338224.32,C1983040029,0.0,0.0,C1109905659,780648.89,1118873.21,0,0
257,CASH_OUT,256346.41,C59096975,28395.0,0.0,C1974942593,24247.18,280593.58,0,0
394,CASH_OUT,3886.57,C1394095182,0.0,0.0,C2005915776,238764.42,242650.99,0,0
352,PAYMENT,14772.56,C698451488,8888.08,0.0,M1871840990,0.0,0.0,0,0
235,PAYMENT,8299.06,C641858781,178958.0,170658.94,M1480719883,0.0,0.0,0,0
278,CASH_OUT,125070.63,C1348167900,14441.0,0.0,C347634796,0.0,125070.63,0,0
228,CASH_OUT,116976.98,C533111542,125621.0,8644.02,C1746456581,0.0,116976.98,0,0
741,CASH_OUT,10000000.0,C677394894,10000000.0,0.0,C1866259073,0.0,10000000.0,1,0
130,PAYMENT,9707.06,C1608410822,0.0,0.0,M334336880,0.0,0.0,0,0
401,PAYMENT,15794.4,C1293756988,52357.0,36562.6,M1031878656,0.0,0.0,0,0
379,CASH_IN,311418.07,C1384790054,530.0,311948.07,C657023050,766579.79,455161.72,0,0
601,CASH_OUT,74854.93,C696765995,74854.93,0.0,C1073858020,8622604.94,8697459.86,1,0
202,CASH_OUT,184595.57,C1183573663,0.0,0.0,C1325818328,1102195.85,1286791.42,0,0
323,CASH_IN,125908.75,C466159219,3565419.56,3691328.31,C1441327363,665390.68,539481.94,0,0
186,PAYMENT,1358.22,C1588396108,520044.57,518686.35,M849766283,0.0,0.0,0,0
403,PAYMENT,27195.53,C1378750213,255957.0,228761.47,M1072506122,0.0,0.0,0,0
253,CASH_OUT,212557.84,C1746323791,263054.0,50496.16,C1559094864,807467.71,1020025.55,0,0
569,TRANSFER,176626.77,C1445328479,176626.77,0.0,C1305022941,0.0,0.0,1,0
281,CASH_IN,158416.98,C1539779307,6339141.78,6497558.76,C741688485,1262098.73,1103681.75,0,0
163,PAYMENT,24175.8,C1784667947,0.0,0.0,M917524525,0.0,0.0,0,0
178,PAYMENT,13739.16,C947447071,0.0,0.0,M84115742,0.0,0.0,0,0
286,PAYMENT,8748.59,C267090511,112722.94,103974.35,M133656128,0.0,0.0,0,0
279,PAYMENT,3419.5,C833793066,36100.1,32680.6,M1740629208,0.0,0.0,0,0
19,CASH_OUT,116194.89,C978627214,4094.0,0.0,C1314364291,0.0,79140.11,0,0
190,CASH_IN,37263.57,C1320297752,7123.0,44386.57,C704049072,0.0,0.0,0,0
554,TRANSFER,2689.43,C1733605801,2689.43,0.0,C1430622047,0.0,0.0,1,0
378,PAYMENT,27610.48,C407087498,66222.0,38611.52,M782774016,0.0,0.0,0,0
307,CASH_IN,20012.35,C1267604744,4826778.88,4846791.23,C1752973065,2010696.52,2227346.49,0,0
254,TRANSFER,591159.5,C1654923779,591159.5,0.0,C931026278,0.0,0.0,1,0
281,CASH_OUT,201948.68,C117839878,21853.0,0.0,C673558314,480057.24,682005.92,0,0
164,CASH_IN,190085.19,C707505385,2160666.92,2350752.11,C1406331826,2510463.57,2320378.38,0,0
162,TRANSFER,1325364.81,C1989349257,0.0,0.0,C1317412703,3021735.48,4347100.29,0,0
234,CASH_IN,327120.34,C341666962,12001.0,339121.34,C1211404598,100225.66,0.0,0,0
322,CASH_IN,244931.99,C1977406589,7576.0,252507.99,C1136019162,736376.51,491444.53,0,0
41,CASH_IN,117093.98,C350977093,21383148.76,21500242.74,C428181615,1937005.13,1819911.15,0,0
228,CASH_OUT,307625.15,C1971582980,105297.0,0.0,C1943259508,31500.45,339125.6,0,0
373,PAYMENT,28343.68,C1951858624,390613.54,362269.86,M697953848,0.0,0.0,0,0
154,PAYMENT,23699.95,C1220829324,30993.0,7293.05,M611425357,0.0,0.0,0,0
43,PAYMENT,5714.47,C1696237746,58865.0,53150.53,M1321172012,0.0,0.0,0,0
167,TRANSFER,1639352.24,C1403282864,0.0,0.0,C984817850,3936853.29,5576205.53,0,0
177,CASH_OUT,22355.23,C725686734,199951.0,177595.77,C1029587939,18152.73,40507.97,0,0
37,CASH_OUT,246354.99,C302697844,32115.0,0.0,C1861198308,0.0,345008.46,0,0
398,PAYMENT,4048.36,C1030886277,291017.66,286969.31,M828321563,0.0,0.0,0,0
160,CASH_IN,67384.84,C1135416497,3818356.18,3885741.02,C1703944239,674927.67,607542.83,0,0
43,TRANSFER,350789.59,C1709961291,350789.59,0.0,C1364728606,0.0,276871.71,1,0
297,CASH_IN,216038.75,C471257578,3650920.11,3866958.86,C1235727376,1919693.16,1703654.41,0,0
378,PAYMENT,13688.19,C1269807116,214935.44,201247.25,M1031631694,0.0,0.0,0,0
7,CASH_OUT,164.0,C1173659886,164.0,0.0,C1769947269,4068.0,0.0,1,0
673,PAYMENT,467.95,C1882436145,11158.0,10690.05,M1683676190,0.0,0.0,0,0
136,CASH_OUT,244128.57,C1230427111,181798.0,0.0,C218598269,5945269.86,6189398.43,0,0
372,TRANSFER,5464727.14,C1861461304,5464727.14,0.0,C618348006,0.0,0.0,1,0
354,CASH_OUT,51964.91,C1795527944,0.0,0.0,C627531358,169689.35,221654.26,0,0
394,PAYMENT,33838.98,C1462206250,0.0,0.0,M587151822,0.0,0.0,0,0
13,CASH_OUT,95063.82,C1289102426,149766.76,54702.94,C705558094,138932.42,15796.17,0,0
688,CASH_OUT,402381.8,C791181093,157686.95,0.0,C355762691,1871051.82,2273433.62,0,0
401,CASH_IN,323152.91,C213536415,10343392.79,10666545.69,C1336877413,7388005.5,7064852.59,0,0
357,CASH_OUT,14039.07,C884883581,0.0,0.0,C1743810112,808920.81,822959.88,0,0
381,CASH_IN,335747.27,C1312188289,4532886.79,4868634.06,C1018217017,1749674.09,1413926.82,0,0
187,CASH_IN,119400.56,C446648128,3147584.86,3266985.42,C2146041297,280184.4,160783.85,0,0
473,TRANSFER,417620.07,C1833923167,417620.07,0.0,C2045180381,0.0,0.0,1,0
351,PAYMENT,13206.02,C1156955611,320659.29,307453.28,M1319512377,0.0,0.0,0,0
214,PAYMENT,7836.21,C1232822033,46339.0,38502.79,M465132391,0.0,0.0,0,0
139,CASH_OUT,186085.93,C1374106234,4093.0,0.0,C1958759634,0.0,186085.93,0,0
259,PAYMENT,16800.38,C1665606780,0.0,0.0,M350800653,0.0,0.0,0,0
301,CASH_OUT,209068.58,C517929925,0.0,0.0,C762124924,496188.08,705256.66,0,0
349,CASH_OUT,173835.96,C1045012190,0.0,0.0,C1647441094,622086.76,795922.72,0,0
182,CASH_OUT,337617.11,C449718188,68833.0,0.0,C958881969,2614.66,340231.77,0,0
332,PAYMENT,6922.66,C1112432414,0.0,0.0,M1295313796,0.0,0.0,0,0
299,PAYMENT,26397.86,C1267962582,101217.0,74819.14,M1727995096,0.0,0.0,0,0
310,PAYMENT,6524.59,C1018787522,0.0,0.0,M474525125,0.0,0.0,0,0
355,CASH_OUT,354912.68,C272277814,2059.0,0.0,C1626513765,0.0,354912.68,0,0
163,PAYMENT,3628.35,C181366813,0.0,0.0,M2111882721,0.0,0.0,0,0
212,PAYMENT,4484.87,C759616125,483037.43,478552.56,M1125565273,0.0,0.0,0,0
205,PAYMENT,7915.7,C1789490353,139956.07,132040.37,M1653754189,0.0,0.0,0,0
284,PAYMENT,718.09,C177530806,10720.0,10001.91,M420498062,0.0,0.0,0,0
309,PAYMENT,7711.76,C274857722,8727.88,1016.12,M1031429487,0.0,0.0,0,0
140,PAYMENT,4955.05,C151705123,0.0,0.0,M58328326,0.0,0.0,0,0
45,CASH_IN,109761.72,C1918039082,15407.0,125168.72,C675732681,5410272.71,5300510.99,0,0
144,PAYMENT,12470.97,C1598197391,22537.0,10066.03,M525278867,0.0,0.0,0,0
9,PAYMENT,5479.24,C320295343,1062784.16,1057304.92,M1415278528,0.0,0.0,0,0
157,PAYMENT,16814.36,C39733822,0.0,0.0,M2057974739,0.0,0.0,0,0
295,TRANSFER,9366.63,C892421305,9366.63,0.0,C1944775244,0.0,0.0,1,0
458,TRANSFER,167806.93,C1165837899,167806.93,0.0,C2049883242,0.0,0.0,1,0
380,CASH_OUT,45602.9,C1677378794,41570.0,0.0,C1048180808,2457385.82,2502988.72,0,0
15,CASH_OUT,244833.91,C1619415069,11151.0,0.0,C642099908,893547.57,1774446.77,0,0
159,CASH_IN,39048.47,C1223163247,25886331.73,25925380.2,C712523549,2775977.77,2594545.67,0,0
38,CASH_OUT,360688.3,C62190783,360688.3,0.0,C1187610031,0.0,360688.3,1,0
454,CASH_OUT,1172700.63,C506025543,1172700.63,0.0,C339280589,202614.09,1375314.72,1,0
382,PAYMENT,12298.43,C1032087809,41415.0,29116.57,M1305075836,0.0,0.0,0,0
692,PAYMENT,55587.2,C154845761,48730.52,0.0,M1270110446,0.0,0.0,0,0
40,CASH_OUT,400481.68,C747938085,134241.0,0.0,C921353206,616150.24,1016631.92,0,0
158,CASH_OUT,27823.63,C1455940054,23947.0,0.0,C1142060927,605467.7,633291.33,0,0
250,CASH_IN,157495.63,C1816564276,16024.0,173519.63,C1454928237,1888561.0,1731065.38,0,0
130,CASH_OUT,87175.33,C769320988,0.0,0.0,C1268653113,839408.85,926584.18,0,0
180,TRANSFER,1449560.89,C1342054892,374.0,0.0,C419130630,1789759.25,3239320.14,0,0
9,CASH_IN,217761.52,C2016184326,6594060.5,6811822.02,C1512754694,246315.0,28553.48,0,0
95,PAYMENT,17987.94,C2031701482,1287.0,0.0,M1372907165,0.0,0.0,0,0
533,CASH_OUT,400517.07,C391166048,400517.07,0.0,C1123547777,0.0,400517.07,1,0
337,TRANSFER,658637.38,C1165937367,658637.38,0.0,C70514826,0.0,0.0,1,0
327,CASH_OUT,15367.53,C1950409342,609.0,0.0,C2094006654,4631327.11,4646694.64,0,0
302,CASH_OUT,26089.89,C681929913,0.0,0.0,C283101592,110329.72,136419.61,0,0
355,TRANSFER,32694.3,C1146448769,685.0,0.0,C792523175,0.0,32694.3,0,0
373,CASH_IN,76051.12,C734599134,4806467.53,4882518.65,C823037248,698219.49,622168.36,0,0
347,PAYMENT,5050.84,C996073365,0.0,0.0,M1971722894,0.0,0.0,0,0
327,CASH_OUT,175311.43,C2125146115,6597.0,0.0,C1860096559,100298.93,275610.36,0,0
330,TRANSFER,2296552.37,C701545029,0.0,0.0,C1810367119,2424984.22,4721536.6,0,0
249,TRANSFER,1060511.43,C80475323,3060.0,0.0,C98246063,239872.11,1300383.54,0,0
345,PAYMENT,38525.19,C2080108821,38503.0,0.0,M1088416364,0.0,0.0,0,0
10,CASH_OUT,180036.09,C1656807444,0.0,0.0,C1295301356,12004827.94,12158155.7,0,0
45,CASH_OUT,273203.19,C484920556,0.0,0.0,C830831744,6280306.9,6553510.08,0,0
141,CASH_OUT,256654.89,C1624497937,0.0,0.0,C895579222,512583.93,769238.82,0,0
383,PAYMENT,4373.66,C347361211,13115.0,8741.34,M552490656,0.0,0.0,0,0
157,CASH_OUT,95611.69,C822942784,0.0,0.0,C1284127845,4058391.68,4154003.36,0,0
703,TRANSFER,13024.95,C641545226,13024.95,0.0,C1380751348,0.0,0.0,1,0
44,PAYMENT,4399.19,C1868058605,0.0,0.0,M188986058,0.0,0.0,0,0
352,CASH_OUT,14685.86,C152886649,72119.0,57433.14,C1879999138,0.0,14685.86,0,0
393,PAYMENT,15108.95,C502998316,325133.01,310024.06,M1884480281,0.0,0.0,0,0
230,CASH_IN,326219.17,C1090764425,6624255.01,6950474.18,C756334542,949786.21,623567.04,0,0
202,PAYMENT,8182.92,C951043761,0.0,0.0,M894631901,0.0,0.0,0,0
180,CASH_IN,43313.64,C483920269,3624363.68,3667677.32,C1944258509,73988.62,30674.98,0,0
20,CASH_OUT,278110.34,C1004414172,11838.0,0.0,C115282849,0.0,278110.34,0,0
263,CASH_OUT,87566.08,C1824306420,695.0,0.0,C486757154,0.0,87566.08,0,0
283,CASH_IN,48893.29,C628223982,631462.86,680356.14,C303050532,86915.05,38021.76,0,0
16,PAYMENT,3846.91,C445807048,50561.0,46714.09,M2091705883,0.0,0.0,0,0
264,PAYMENT,1752.32,C2071222872,257105.0,255352.68,M978858413,0.0,0.0,0,0
276,PAYMENT,2529.53,C1845596047,183287.39,180757.86,M1143884642,0.0,0.0,0,0
132,PAYMENT,2107.15,C1406158432,0.0,0.0,M343514976,0.0,0.0,0,0
179,CASH_IN,334453.35,C412130598,9887641.77,10222095.12,C350923666,5492058.19,5157604.83,0,0
402,CASH_IN,280340.28,C1427155230,83756.0,364096.28,C1624061227,1330236.61,1049896.34,0,0
398,CASH_OUT,305549.29,C1341728756,0.0,0.0,C2007109337,521505.16,827054.45,0,0
238,CASH_OUT,82778.51,C537217858,158328.0,75549.49,C405332936,192188.89,274967.41,0,0
182,CASH_OUT,416101.39,C289868036,0.0,0.0,C591169384,964285.89,1380387.28,0,0
331,CASH_IN,38267.29,C607091493,2732904.89,2771172.18,C1025382037,637516.57,599249.29,0,0
352,CASH_OUT,225514.9,C1862084588,202.0,0.0,C1241157733,0.0,225514.9,0,0
437,CASH_OUT,3200270.32,C199337547,3200270.32,0.0,C915485442,2000017.66,5200287.99,1,0
139,CASH_IN,218184.8,C889178155,101.0,218285.8,C1045101840,2785969.62,2567784.82,0,0
397,PAYMENT,26677.48,C570667409,0.0,0.0,M1692219826,0.0,0.0,0,0
250,CASH_OUT,179056.11,C663766798,143130.62,0.0,C1297246257,226836.71,405892.82,0,0
86,CASH_OUT,17822.02,C270438906,17822.02,0.0,C976082192,2619609.53,2637431.55,1,0
204,CASH_OUT,117072.72,C986399750,610.0,0.0,C1495729671,855161.93,972234.65,0,0
396,CASH_OUT,186255.66,C1475852728,48479.34,0.0,C1845322507,2531412.58,2717668.24,0,0
